ADDRESS,CITY,ZIP CODE,PHONE NUMBER,GEOMETRY,Apartment Complex Name
3253 O'NEAL LN,BATON ROUGE,70816,,POINT (-91.007178662889 30.422566801941),APARTMENTS
7801 SCENIC HWY,BATON ROUGE,70807,,POINT (-91.179683728701 30.519472052546),THE PALISADES AT JAGUAR CITY APARTMENTS
625 KENMORE AVE,BATON ROUGE,70806,,POINT (-91.157795047673 30.442957084125),KENMORE PLACE APARTMENTS
"1741 BRIGHTSIDE DR, BLDG J",BATON ROUGE,70820,,POINT (-91.177594342885 30.387330400554),THE GATES AT BRIGHTSIDE APARTMENTS
264 SHARP RD,BATON ROUGE,70815,,POINT (-91.074069755947 30.454943664453),APARTMENTS
1509 N MARQUE ANN DR,BATON ROUGE,70815,,POINT (-91.043258628384 30.466826059871),APARTMENTS
7801 SCENIC HWY,BATON ROUGE,70807,,POINT (-91.179683728701 30.519472052546),THE PALISADES AT JAGUAR CITY APARTMENTS
"6444 JONES CREEK RD, BLDG 7",BATON ROUGE,70817,,POINT (-91.019111739348 30.39452035177),IVY PARK APARTMENTS
10550 FLORIDA BLVD,BATON ROUGE,70815,,POINT (-91.067291976608 30.456396896613),BROADMOOR PLANTATION APARTMENTS
11888 LONGRIDGE AVE,BATON ROUGE,70816,,POINT (-91.048601935714 30.421240605492),THE VILLAS AT STONE CREEK APARTMENTS
10732 S MALL DR,BATON ROUGE,70809,,POINT (-91.061191346265 30.372482071012),TUSCANY VILLAS APARTMENTS
1367 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.14036699136 30.460144697915),PROVINCIAL NORTH APARTMENTS
8500 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.100956173781 30.371769864277),LA MAISON RIDGE APARTMENTS
"6444 JONES CREEK RD, BLDG 14",BATON ROUGE,70817,,POINT (-91.020571955379 30.393261409241),IVY PARK APARTMENTS
12566 BROGDON LN,BATON ROUGE,70816,,POINT (-91.040517103726 30.404281756925),RELLIM PLACE APARTMENTS
1233 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140676914554 30.459882807851),PROVINCIAL NORTH APARTMENTS
"12400 JEFFERSON HWY, BLDG 28",BATON ROUGE,70816,,POINT (-91.045260187114 30.39239635899),JEFFERSON LAKES APARTMENTS
3315 O'NEAL LN,BATON ROUGE,70816,,POINT (-91.007180728498 30.422198390509),APARTMENTS
5128 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136464432573 30.441269766768),PATRICIAN APARTMENTS
2447 BROWNLEE ST,BATON ROUGE,70808,,POINT (-91.139602886732 30.426066007906),BROWNLEE APARTMENTS 1
"11510 SOUTHFORK AVE, BLDG 2",BATON ROUGE,70816,,POINT (-91.056634322052 30.420628636828),COTTAGES AT SOUTHFORK APARTMENTS
11354 BARD AVE,BATON ROUGE,70815,,POINT (-91.057360212584 30.46780671107),PARK PLACE ON BARD APARTMENTS
11396 BARD AVE,BATON ROUGE,70815,,POINT (-91.057232592899 30.467503249028),PARK PLACE ON BARD APARTMENTS
16333 COLUMNS WAY,BATON ROUGE,70817,,POINT (-91.01146062222 30.366486584509),TAPESTRY LONG FARM APARTMENTS
618 S ACADIAN THWY,BATON ROUGE,70806,,POINT (-91.15358053791 30.442637236352),VILLA ROSE APARTMENTS 8
6108 N FOSTER DR,BATON ROUGE,70805,,POINT (-91.14073757492 30.505435427662),APARTMENTS
8155 JEFFERSON HWY,BATON ROUGE,70809,,POINT (-91.101655446506 30.423402188835),JEFFERSON APARTMENTS
11563 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055336651227 30.419472679125),COTTAGES AT SOUTHFORK APARTMENTS
10202 PERKINS ROWE,BATON ROUGE,70810,,POINT (-91.092331958437 30.378328260413),TERRACES AT PERKINS ROWE APARTMENTS
5240 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.135996647364 30.441333903959),PATRICIAN APARTMENTS
"9989 BURBANK DR, BLDG C",BATON ROUGE,70810,,POINT (-91.114197990494 30.358502314046),THE ARTS APARTMENTS AT BLUEBONNET PLACE
1377 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140116804901 30.460155739448),PROVINCIAL NORTH APARTMENTS
7946 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.103224522999 30.42175938494),MAISON BOCAGE APARTMENTS AND TOWNHOMES
4484 FLOYNELL DR,BATON ROUGE,70809,,POINT (-91.074223436615 30.409023093807),JEFFERSON MANOR APARTMENTS
7621 BLES AVE,BATON ROUGE,70810,,POINT (-91.109374712584 30.392902127067),APARTMENTS
791 N CARROLLTON AVE,BATON ROUGE,70806,,POINT (-91.124165811659 30.456609556884),GEORGETOWN APARTMENTS 4
3158 N STEVENDALE RD,BATON ROUGE,70819,,POINT (-90.999915558584 30.480478559868),APARTMENTS
1120 SHERRON AVE,BAKER,70714,,POINT (-91.146542800562 30.586130920294),PARK PLAZA APARTMENTS
11368 BARD AVE,BATON ROUGE,70815,,POINT (-91.057357291253 30.467518024539),PARK PLACE ON BARD APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 18",BATON ROUGE,70820,,POINT (-91.180172460164 30.389057416069),RETREAT AT BRIGHTSIDE APARTMENTS
8340 THELMA ST,BATON ROUGE,70807,,POINT (-91.17236603553 30.523796519711),8340 THELMA STREET APARTMENT
10202 PERKINS ROWE,BATON ROUGE,70810,,POINT (-91.092331958437 30.378328260413),TERRACES AT PERKINS ROWE APARTMENTS
"3002 MASON AVE, BLDG 120",BATON ROUGE,70805,,POINT (-91.160430064741 30.505448214477),MONTE SANO VILLAGE APARTMENTS
1225 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140453069466 30.45989008523),PROVINCIAL NORTH APARTMENTS
12622 LA MARGIE AVE,BATON ROUGE,70815,,POINT (-91.042641179929 30.469752353396),CHERRY CREEK APARTMENTS
"12400 JEFFERSON HWY, BLDG 9",BATON ROUGE,70816,,POINT (-91.044631916824 30.393342587643),JEFFERSON LAKES APARTMENTS
12400 JEFFERSON HWY,BATON ROUGE,70816,,POINT (-91.045646816744 30.39416094),JEFFERSON LAKES APARTMENTS
5224 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.13602415716 30.440937995357),PATRICIAN APARTMENTS
141 NAPOLEON ST,BATON ROUGE,70802,,POINT (-91.18358190803 30.446330699539),THE ELIAS APARTMENTS
10976 DARRYL DR,BATON ROUGE,70815,,POINT (-91.062017200716 30.470302353721),SHERWOOD OAKS APARTMENTS
7331 CAPRICE DR,BATON ROUGE,70812,,POINT (-91.121386743085 30.51763156158),VILLA CAPRICE APARTMENTS 2
1672 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176315493685 30.388687407978),BRIGHTSIDE MANOR APARTMENTS
4625 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,,POINT (-91.050938319377 30.412031590078),THE ENCLAVE AT CEDAR LODGE APARTMENTS
2530 GATES CIR,BATON ROUGE,70809,,POINT (-91.123354791327 30.423461337931),GATES AT CITIPLACE APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1518",BATON ROUGE,70820,,POINT (-91.179427854217 30.390598187804),SHARLO TERRACE APARTMENTS 1
2750 MILLERVILLE RD,BATON ROUGE,70816,,POINT (-91.024963525101 30.435366235911),THE REGENT APARTMENT HOMES
6810 JEFFERSON HWY,BATON ROUGE,70806,,POINT (-91.119373074518 30.433340150888),THE MILLENNIUM TOWNE CENTER APARTMENTS
7441 PLANK RD,BATON ROUGE,70807,,POINT (-91.14920077243 30.517304847975),THE RESERVE AT HOWELL PLACE APARTMENTS
10856 ABINGTON AVE,BATON ROUGE,70816,,POINT (-91.059707122813 30.41067712137),SOUTHPARK APARTMENTS VIII 1
5435 ESSEN LN,BATON ROUGE,70809,,POINT (-91.105297281694 30.398549529285),SILVERSIDE PLANTATION APARTMENTS
7987 PECUE LN,BATON ROUGE,70809,,POINT (-91.040246847502 30.377372776665),TUSCANY VILLAS APARTMENTS (PECUE)
1682 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176208497683 30.38798175212),BRIGHTSIDE MANOR APARTMENTS
"5010 MANCUSO LN, BLDG 10",BATON ROUGE,70809,,POINT (-91.103001465666 30.398896800257),CITISCAPE APARTMENTS
438 MAIN ST,BATON ROUGE,70802,,POINT (-91.186555019654 30.45118505028),MAIN STREET APARTMENTS
4949 STUMBERG LN,BATON ROUGE,70817,,POINT (-91.034809902812 30.404863299676),EDGEWOOD APARTMENTS
11416 BARD AVE,BATON ROUGE,70815,,POINT (-91.056964164495 30.467622031298),PARK PLACE ON BARD APARTMENTS
1134 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.126338322255 30.460391803664),DALI PLACE APARTMENTS
111 3RD ST,BATON ROUGE,70801,,POINT (-91.188639163335 30.447676099891),ONELEVEN APARTMENTS
345 SPRUCE LN,BATON ROUGE,70802,,POINT (-91.181203801041 30.42113344419),EDWARD J. GAY APARTMENTS (BUILDING R)
813 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.130158176515 30.456047242836),DRAKES LANDING APARTMENTS
1736 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.178015150326 30.388277363959),BRIGHTSIDE MANOR APARTMENTS
12112 DOVERWOOD DR,BATON ROUGE,70807,,POINT (-91.172624448703 30.556401032847),VILLAGE GREEN APARTMENTS 1
1220 W CHIMES ST,BATON ROUGE,70802,,POINT (-91.190198119232 30.418782935164),WEST CHIMES PLACE 6 APARTMENTS
7826 BLES AVE,BATON ROUGE,70810,,POINT (-91.1083342843 30.391571391577),APARTMENTS
4343 DENHAM ST,BATON ROUGE,70805,,POINT (-91.149995734518 30.505037724672),SPANISH ARMS APARTMENTS
5439 ESSEN LN,BATON ROUGE,70809,,POINT (-91.105254561723 30.39811537494),SILVERSIDE PLANTATION APARTMENTS
11475 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.056228152528 30.419475542865),COTTAGES AT SOUTHFORK APARTMENTS
16141 BRISTOE AVE,BATON ROUGE,70816,,POINT (-91.006630206496 30.436158201722),APARTMENTS
726 S ACADIAN THWY,BATON ROUGE,70806,,POINT (-91.152991365484 30.441424250449),THE VILLAS APARTMENTS
4600 BURBANK DR,BATON ROUGE,70820,,POINT (-91.172853139703 30.398516135633),THE ARMSTRONG APARTMENTS
5429 ESSEN LN,BATON ROUGE,70809,,POINT (-91.105662461029 30.398746528047),SILVERSIDE PLANTATION APARTMENTS
5012 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.137293000937 30.441196902466),PATRICIAN APARTMENTS
2750 MILLERVILLE RD,BATON ROUGE,70816,,POINT (-91.024963525101 30.435366235911),THE REGENT APARTMENT HOMES
8784 ELM GROVE GARDEN DR,BATON ROUGE,70807,,POINT (-91.167642376653 30.527412671302),ELM GROVE GARDENS APARTMENTS
7813 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.104855626594 30.420694366424),MAISON BOCAGE APARTMENTS AND TOWNHOMES
1077 MONET DR,BATON ROUGE,70806,,POINT (-91.117715279711 30.459963257136),MELROSE EAST APARTMENTS
1229 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140580345802 30.459890270763),PROVINCIAL NORTH APARTMENTS
"11070 MEAD RD, BLDG 7",BATON ROUGE,70816,,POINT (-91.059003827975 30.426358394),WILLOWBEND LAKES APARTMENTS
4255 W BROOKSTOWN DR,BATON ROUGE,70805,,POINT (-91.133667171764 30.489127434839),APARTMENTS
10231 THE GROVE BLVD,BATON ROUGE,70836,,POINT (-91.079230079767 30.386982734459),THE ADDISON APARTMENTS
"11070 MEAD RD, BLDG 14",BATON ROUGE,70816,,POINT (-91.05837117748 30.424787132667),WILLOWBEND LAKES APARTMENTS
11362 BARD AVE,BATON ROUGE,70815,,POINT (-91.05735692357 30.467650268061),PARK PLACE ON BARD APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1517",BATON ROUGE,70820,,POINT (-91.179183612085 30.390514044571),SHARLO TERRACE APARTMENTS 1
855 N CARROLLTON AVE,BATON ROUGE,70806,,POINT (-91.124172847684 30.45794527742),CARROLLTON APARTMENTS
1809 N HARCO DR,BATON ROUGE,70815,,POINT (-91.042245308349 30.469431750388),CHERRY CREEK APARTMENTS
10032 AVENUE I,BATON ROUGE,70807,,POINT (-91.197687042689 30.535710808091),CRESTWORTH PLACE APARTMENTS
10958 DARRYL DR,BATON ROUGE,70815,,POINT (-91.061285812424 30.469545224958),SHERWOOD OAKS APARTMENTS
4033 BURBANK DR,BATON ROUGE,70808,,POINT (-91.17839360746 30.402967950032),EL CID III APARTMENTS
12074 NEWCASTLE AVE,BATON ROUGE,70816,,POINT (-91.047318840155 30.420120831069),AFTON OAKS APARTMENT HOMES
1339 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140223988412 30.460332691191),PROVINCIAL NORTH APARTMENTS
7965 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.104474774764 30.421851423483),MAISON BOCAGE APARTMENTS AND TOWNHOMES
7857 JEFFERSON HWY,BATON ROUGE,70809,,POINT (-91.105194076002 30.427816557025),TAPESTRY BOCAGE APARTMENTS
750 HARDING BLVD,BATON ROUGE,70807,,POINT (-91.187527513481 30.519652642913),JAGUAR PLAZA APARTMENTS
"5235 FLORIDA BLVD, STE C",BATON ROUGE,70806,,POINT (-91.136194555466 30.451586416872),PATIO HOUSE II APARTMENTS
364 W GARFIELD ST,BATON ROUGE,70802,,POINT (-91.181088484868 30.422693088898),APARTMENTS
7372 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.105824155531 30.418613206358),MAISON BOCAGE APARTMENTS AND TOWNHOMES
7955 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.104817191304 30.42149254227),MAISON BOCAGE APARTMENTS AND TOWNHOMES
8008 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.100438831682 30.378291042581),THE PARK ON BLUEBONNET APARTMENTS
12533 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.039156819865 30.412261456559),SHERWOOD ACRES APARTMENTS
7742 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.105107938518 30.419727396736),MAISON BOCAGE APARTMENTS AND TOWNHOMES
10732 S MALL DR,BATON ROUGE,70809,,POINT (-91.061191346265 30.372482071012),TUSCANY VILLAS APARTMENTS
"9989 BURBANK DR, BLDG B",BATON ROUGE,70810,,POINT (-91.114296703448 30.358318329812),THE ARTS APARTMENTS AT BLUEBONNET PLACE
1140 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.12603769999 30.459851419353),DALI PLACE APARTMENTS
3166 LANCELOT DR,BATON ROUGE,70816,,POINT (-91.042840900686 30.423944352525),CAMELOT PARK APARTMENTS
"4115 MOHICAN-PRESCOTT XOVR, BLDG 3",BATON ROUGE,70805,,POINT (-91.148571259713 30.486219527812),CHOCTAW LODGE APARTMENTS
4312 RUE DE BELLE AMIE,BATON ROUGE,70809,,POINT (-91.075312929036 30.409806735288),RUE DE BELLE APARTMENTS 1
2225 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.131670171791 30.431415118657),FAIRWAY VIEW I APARTMENTS
734 S ACADIAN THWY,BATON ROUGE,70806,,POINT (-91.152902875381 30.441221146177),THE VILLAS APARTMENTS
7844 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.103862737488 30.420100573818),MAISON BOCAGE APARTMENTS AND TOWNHOMES
17232 JEFFERSON HWY,BATON ROUGE,70817,,POINT (-91.001988125059 30.361369751257),THE RESERVE AT JEFFERSON CROSSING APARTMENTS
642 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.154479991652 30.44215963047),THE VILLAS APARTMENTS
10280 JANICE ST,BATON ROUGE,70816,,POINT (-91.069428064932 30.420822376192),EXECUTIVE APARTMENTS
11565 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055552072939 30.421012454815),COTTAGES AT SOUTHFORK APARTMENTS
10732 S MALL DR,BATON ROUGE,70809,,POINT (-91.061191346265 30.372482071012),TUSCANY VILLAS APARTMENTS
1530 LA ANNIE DR,BATON ROUGE,70815,,POINT (-91.0436775725 30.467221003809),APARTMENTS
1137 W CHIMES ST,BATON ROUGE,70802,,POINT (-91.189482867553 30.419134476854),WEST CHIMES PLACE 2 APARTMENTS
7362 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.105421484779 30.418654803619),MAISON BOCAGE APARTMENTS AND TOWNHOMES
520 WOODDALE BLVD,BATON ROUGE,70806,,POINT (-91.105036591896 30.454756882676),SAVOY PLAZA APARTMENTS
3964 GOURRIER AVE,BATON ROUGE,70808,,POINT (-91.179185011105 30.403617489958),TIGER POINTE APARTMENTS
1618 N MARQUE ANN DR,BATON ROUGE,70815,,POINT (-91.042573068255 30.46769177186),CHERRY CREEK APARTMENTS
5236 SUNSHINE PARK CT,BATON ROUGE,70811,,POINT (-91.139657455482 30.565102265511),RELLIM PLACE APARTMENTS
"3002 MASON AVE, BLDG 122",BATON ROUGE,70805,,POINT (-91.161029820397 30.505410641884),MONTE SANO VILLAGE APARTMENTS
14150 GRAND SETTLEMENT BLVD,CENTRAL,70818,,POINT (-91.031738792496 30.540271239327),THE RESERVE AT SHOE CREEK APARTMENTS
5437 ESSEN LN,BATON ROUGE,70809,,POINT (-91.105540365291 30.398264005803),SILVERSIDE PLANTATION APARTMENTS
4708 TIGERLAND AVE,BATON ROUGE,70820,,POINT (-91.18338824608 30.392955442248),SANDPIPPER APARTMENTS 1
5116 HIGHLAND RD,BATON ROUGE,70808,,POINT (-91.163569935899 30.396090420384),HUBBS APARTMENTS
4728 TIGERLAND AVE,BATON ROUGE,70820,,POINT (-91.183315374552 30.392603152706),VILLAGE FOUR APARTMENTS 2
10513 N OAK HILLS PKWY,BATON ROUGE,70810,,POINT (-91.103595811468 30.370381619284),APARTMENTS
"3002 MASON AVE, BLDG 121",BATON ROUGE,70805,,POINT (-91.160811725802 30.505425109188),MONTE SANO VILLAGE APARTMENTS
"3002 MASON AVE, BLDG 106",BATON ROUGE,70805,,POINT (-91.160537326064 30.506466234155),MONTE SANO VILLAGE APARTMENTS
300 W PARKER BLVD,BATON ROUGE,70808,,POINT (-91.17557601519 30.403126911815),THE VUE ON PARKER APARTMENTS
10320 CELTIC DR,BATON ROUGE,70809,,POINT (-91.073899590839 30.415781536532),CYPRESS PARK APARTMENTS
1069 MONET DR,BATON ROUGE,70806,,POINT (-91.117726102967 30.459780596134),MELROSE EAST APARTMENTS
3677 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.055916692196 30.419784576583),COTTAGES AT SOUTHFORK APARTMENTS
12901 JEFFERSON HWY,BATON ROUGE,70817,,POINT (-91.038150422886 30.394048971304),LIVE OAK APARTMENTS
1335 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140103335305 30.460311603962),PROVINCIAL NORTH APARTMENTS
655 NORTH ST,BATON ROUGE,70802,,POINT (-91.183883452304 30.452895851333),CATHOLIC PRESBYTERIAN APARTMENTS
567 SHARP LN,BATON ROUGE,70815,,POINT (-91.072993500168 30.458127033308),PARK EAST APARTMENTS
809 SUMMER BREEZE DR,BATON ROUGE,70810,,POINT (-91.117723505213 30.359110642181),SUMMERWOOD VILLAS APARTMENTS
663 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153844881514 30.441999077353),THE VILLAS APARTMENTS
5136 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136448903685 30.441015040091),PATRICIAN APARTMENTS
1670 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.17611196999 30.388670567514),BRIGHTSIDE MANOR APARTMENTS
1337 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140158155424 30.460332595063),PROVINCIAL NORTH APARTMENTS
636 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.154573054906 30.442299902666),THE VILLAS APARTMENTS
1275 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140910585689 30.460466764271),PROVINCIAL NORTH APARTMENTS
11888 LONGRIDGE AVE,BATON ROUGE,70816,,POINT (-91.048601935714 30.421240605492),THE VILLAS AT STONE CREEK APARTMENTS
1900 BLOUNT RD,BATON ROUGE,70807,,POINT (-91.17328574254 30.543657948632),SCOTLAND SQUARE APARTMENTS
5164 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136489622514 30.440695562733),PATRICIAN APARTMENTS
8772 ELM GROVE GARDEN DR,BATON ROUGE,70807,,POINT (-91.168341961731 30.52702216494),ELM GROVE GARDENS APARTMENTS
10964 DARRYL DR,BATON ROUGE,70815,,POINT (-91.061864497763 30.469557678879),SHERWOOD OAKS APARTMENTS
405 E STATE ST,BATON ROUGE,70802,,POINT (-91.173620533536 30.41939228403),TIGER MANOR APARTMENTS
20051 OLD SCENIC HWY,ZACHARY,70791,,POINT (-91.195535782947 30.650965405722),ZACHARY PARKSIDE APARTMENTS
10968 DARRYL DR,BATON ROUGE,70815,,POINT (-91.062448302043 30.468914062427),SHERWOOD OAKS APARTMENTS
10202 PERKINS ROWE,BATON ROUGE,70810,,POINT (-91.092331958437 30.378328260413),TERRACES AT PERKINS ROWE APARTMENTS
5447 ESSEN LN,BATON ROUGE,70809,,POINT (-91.10469036531 30.398052388611),SILVERSIDE PLANTATION APARTMENTS
"11070 MEAD RD, BLDG 3",BATON ROUGE,70816,,POINT (-91.058323242738 30.427414052113),WILLOWBEND LAKES APARTMENTS
11404 BARD AVE,BATON ROUGE,70815,,POINT (-91.056969134217 30.467842987061),PARK PLACE ON BARD APARTMENTS
3431 O'NEAL LN,BATON ROUGE,70816,,POINT (-91.007177688774 30.42104580331),APARTMENTS
749 N CARROLLTON AVE,BATON ROUGE,70806,,POINT (-91.124149052423 30.456204905325),GEORGETOWN APARTMENTS 3
17505 JEFFERSON HWY,BATON ROUGE,70817,,POINT (-90.99641429139 30.362232463672),HIGHLAND CLUB APARTMENTS
6737 HARRY DR,BATON ROUGE,70806,,POINT (-91.122129368957 30.457392651709),MELROSE MANOR II APARTMENTS
"5958 CADILLAC ST, BLDG 1120",BATON ROUGE,70811,,POINT (-91.128981468034 30.517535050106),CADILLAC STREET PLACE APARTMENTS
956 N DONMOOR AVE,BATON ROUGE,70806,,POINT (-91.118226572779 30.458444256116),ORLEANEAN APARTMENTS
6810 JEFFERSON HWY,BATON ROUGE,70806,,POINT (-91.119373074518 30.433340150888),THE MILLENNIUM TOWNE CENTER APARTMENTS
7987 PECUE LN,BATON ROUGE,70809,,POINT (-91.040246847502 30.377372776665),TUSCANY VILLAS APARTMENTS (PECUE)
6875 TITIAN AVE,BATON ROUGE,70806,,POINT (-91.120037170698 30.456410926479),AMY LYNN APARTMENT
750 CANAL ST,BATON ROUGE,70802,,POINT (-91.179096446531 30.454658545703),THE ELYSIAN III APARTMENTS
5920 MAIN ST,ZACHARY,70791,,POINT (-91.141092112822 30.647841607014),APARTMENTS
10350 CELTIC DR,BATON ROUGE,70809,,POINT (-91.077446600355 30.413978818096),CYPRESS PARK APARTMENTS
7782 LASALLE AVE,BATON ROUGE,70806,,POINT (-91.107552284921 30.434979368387),OLD GOODWOOD LANDING APARTMENTS
"449 BEN HUR RD, BLDG 3",BATON ROUGE,70820,,POINT (-91.155533313554 30.385507247463),THE EXCHANGE AT BATON ROUGE APARTMENTS
6116 N FOSTER DR,BATON ROUGE,70805,,POINT (-91.140760164529 30.505760827796),APARTMENTS
1120 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.127074386942 30.460383181294),DALI PLACE APARTMENTS
"3002 MASON AVE, BLDG 101",BATON ROUGE,70805,,POINT (-91.160529630998 30.506753007216),MONTE SANO VILLAGE APARTMENTS
253 E CAMPUS DR,BATON ROUGE,70803,,POINT (-91.173197403669 30.412021828612),"SMITH, FRANCIS W -EAST CAMPUS APARTMENTS"
276 APARTMENT COURT DR,BATON ROUGE,70806,,POINT (-91.12356956281 30.448068641155),GOODWOOD PLACE APARTMENTS
5126 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136480402262 30.441302207732),PATRICIAN APARTMENTS
4202 MOHICAN-PRESCOTT XOVR,BATON ROUGE,70805,,POINT (-91.147451012077 30.485564597129),CHOCTAW LODGE APARTMENTS
2725 TANNER ST,BATON ROUGE,70807,,POINT (-91.164753349913 30.52332598344),2725 TANNER STREET APARTMENT
2504 GATES CIR,BATON ROUGE,70809,,POINT (-91.124799655479 30.422943444767),GATES AT CITIPLACE APARTMENTS
"449 BEN HUR RD, BLDG 1",BATON ROUGE,70820,,POINT (-91.158148505801 30.386607606712),THE EXCHANGE AT BATON ROUGE APARTMENTS
817 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.130675322851 30.457046005299),DRAKES LANDING APARTMENTS
111 NAPOLEON ST,BATON ROUGE,70802,,POINT (-91.183709847239 30.446767253187),THE PRINCE APARTMENTS
1941 BRADFIELD AVE,BATON ROUGE,70807,,POINT (-91.173158887021 30.557073369637),VILLAGE GREEN APARTMENTS 15
7987 PECUE LN,BATON ROUGE,70809,,POINT (-91.040246847502 30.377372776665),TUSCANY VILLAS APARTMENTS (PECUE)
1070 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.12643963806 30.45913868013),DALI PLACE APARTMENTS
5421 ESSEN LN,BATON ROUGE,70809,,POINT (-91.106587074524 30.399126064246),COBBLESTONE AT ESSEN APARTMENTS
1855 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.179050195483 30.387046164799),BLOX AT BRIGHTSIDE APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 25",BATON ROUGE,70820,,POINT (-91.1801415169 30.389697969657),RETREAT AT BRIGHTSIDE APARTMENTS
17232 JEFFERSON HWY,BATON ROUGE,70817,,POINT (-91.001988125059 30.361369751257),THE RESERVE AT JEFFERSON CROSSING APARTMENTS
947 GREBE ST,BATON ROUGE,70807,,POINT (-91.184590912187 30.526710826728),ODELIS APARTMENTS
8165 PLANK RD,BATON ROUGE,70811,,POINT (-91.145276679638 30.523178398061),PIRATE BEND APARTMENTS
5725 PRESCOTT RD,BATON ROUGE,70805,,POINT (-91.133305421601 30.487902238986),APARTMENTS
545 ASTER ST,BATON ROUGE,70802,,POINT (-91.182562986335 30.419094226926),WEST CAMPUS APARTMENTS BLDG #10
3684 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.056362687877 30.419717313751),COTTAGES AT SOUTHFORK APARTMENTS
11467 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.056307466476 30.419475799279),COTTAGES AT SOUTHFORK APARTMENTS
"5958 CADILLAC ST, BLDG 1106",BATON ROUGE,70811,,POINT (-91.131361307588 30.517801476199),CADILLAC STREET PLACE APARTMENTS
